Name,Age,Nationality,Overall,Potential,Club,Value,Wage
B. Ozegovic,17,Austria,55,66,SCR Altach,100000,1000
A. Kapp,22,United States,55,64,Minnesota United,100000,1000
G. Jarl,22,Sweden,55,62,AFC Eskilstuna,100000,1000
L. Gallagher,22,Republic of Ireland,55,60,Drogheda United,100000,1000
J. Knowles,20,England,54,62,Perth Glory,100000,1000
M. Ndione,17,Sweden,54,64,IF Elfsborg,100000,1000
B. Spencer,21,Scotland,54,63,Kilmarnock,100000,1000
K. Ahmadi,18,Sweden,54,64,IK Sirius,100000,1000
J. Eskesen,18,Denmark,54,64,Odense Boldklub,100000,1000
K. Oyama,22,Japan,54,63,Omiya Ardija,100000,1000
P. Paczuk,20,Poland,54,62,Pogoń Szczecin,100000,1000
N. Lyngø,19,Denmark,54,65,Aalborg BK,100000,1000
R. Escobar,20,Chile,54,62,San Luis de Quillota,100000,1000
H. Cameron,20,New Zealand,54,62,Limerick FC,100000,1000
M. Arias,19,Colombia,54,67,Corporación Club Deportivo Tulua,100000,1000
F. Tägtström,19,Sweden,54,66,GIF Sundsvall,100000,1000
B. Malcolm,20,Scotland,54,62,Ross County FC,100000,1000
F. Langsdorf,21,United States,54,61,Portland Timbers,100000,1000
J. Lindgren,19,Sweden,54,67,IFK Norrköping,100000,1000
K. Velde,17,Norway,54,64,FK Haugesund,100000,1000
M. Nishimoto,21,Japan,54,62,Cerezo Osaka,100000,1000
K. Poprawa,19,Poland,54,65,Śląsk Wrocław,100000,1000
Lee Hyun Sik,21,Korea Republic,54,62,Gangwon FC,100000,1000
S. Elworthy,19,Republic of Ireland,54,65,Drogheda United,100000,1000
A. Zahui Bazoukou,21,Sweden,54,62,AFC Eskilstuna,100000,1000
M. Shabow,19,Australia,53,65,Newcastle Jets,100000,1000
G. Morrison,19,Scotland,53,64,Ross County FC,100000,1000
J. Walton,19,England,53,70,Barnsley,100000,1000
M. Dominguez,21,Switzerland,53,64,FC Lausanne-Sports,100000,1000
H. Nilsen,18,Norway,53,65,Sandefjord Fotball,100000,1000
B. Mrozek,17,Poland,53,71,Lech Poznań,100000,1000
T. Meziani,21,Algeria,53,63,Le Havre AC,100000,1000
O. Snorre,18,Denmark,53,69,Lyngby BK,100000,1000
O. Breistøl,18,Norway,53,66,Sandefjord Fotball,100000,1000
O. Al Saleem,20,Saudi Arabia,53,66,Ettifaq FC,100000,1000
T. Hamer,17,England,53,71,Oldham Athletic,100000,1000
H. Duman,18,Norway,53,65,Strømsgodset IF,100000,1000
P. Nowak,19,Poland,53,65,Termalica Bruk-Bet Nieciecza,100000,1000
L. Tigges,18,Germany,53,68,VfL Osnabrueck,100000,1000
A. Pereira,17,Norway,53,68,Viking FK,100000,1000
L. Dias,18,France,53,69,Nîmes Olympique,100000,1000
E. Williamson,20,United States,53,64,Portland Timbers,100000,1000
J. Moreno,17,Colombia,53,72,CD Los Millionarios Bogota,100000,1000
S. Sinyan,20,Norway,53,65,Lillestrøm SK,100000,1000
A. Bahtijar,18,Sweden,53,65,GIF Sundsvall,100000,1000
G. McMahon,17,England,53,68,Rotherham United,100000,1000
M. Giraldo,19,Colombia,53,66,Envigado FC,100000,1000
L. Freestone,17,England,53,72,Peterborough United,100000,1000
D. Borsellini,18,Italy,53,73,Udinese,100000,1000
V. Michl,18,Germany,53,64,FC Erzgebirge Aue,100000,1000
F. Nardi,19,Italy,53,65,Novara,100000,1000
H. Fossdal,18,Norway,53,67,FK Haugesund,100000,1000
T. Ogiwara,17,Japan,53,68,Urawa Red Diamonds,100000,1000
L. Moser,17,Germany,53,71,1. FC Union Berlin,100000,1000
K. Chorążka,18,Poland,53,73,Wisła Kraków,100000,1000
Y. Mustafa,18,Australia,53,65,Perth Glory,100000,1000
L. Clayton,17,England,53,70,Cheltenham Town,100000,1000
L. Hiemann,18,Germany,53,72,Chemnitzer FC,100000,1000
B. Crellin,17,England,53,73,Fleetwood Town,100000,1000
D. Mottley-Henry,19,England,53,65,Chesterfield,100000,1000
I. Mahnashi,17,Saudi Arabia,53,66,Ettifaq FC,100000,1000
J. Anziani,18,France,53,66,GFC Ajaccio,100000,1000
O. Christensen,18,Denmark,53,67,Odense Boldklub,100000,1000
F. Ortega,21,Chile,53,63,Santiago Wanderers,100000,1000
K. Ramè,19,France,52,66,Foggia,100000,1000
S. Khayat,18,France,52,72,AS Nancy Lorraine,100000,1000
Jeong Seung Won,20,Korea Republic,52,65,Daegu FC,100000,1000
E. Navarro,17,Colombia,52,68,Atletico Bucaramanga,100000,1000
S. Twine,17,England,52,66,Swindon Town,100000,1000
G. Corbo,17,Italy,52,75,La Spezia,100000,1000
G. Lloyd,17,England,52,69,Cheltenham Town,100000,1000
E. Tallig,17,Germany,52,66,Chemnitzer FC,100000,1000
T. Möller,18,Germany,52,68,VfL Osnabrueck,100000,1000
A. Amaya,16,Colombia,52,72,Atletico Huila,100000,1000
J. Uras,18,France,52,69,GFC Ajaccio,100000,1000
A. Edqvist,18,Sweden,52,69,Kalmar FF,100000,1000
K. Tshiembe,20,Denmark,52,67,Lyngby BK,100000,1000
E. Bohinen,18,Norway,52,72,Stabæk Fotball,100000,1000
A. Comrie,20,Scotland,52,66,St. Johnstone FC,100000,1000
A. Maynard-Brewer,18,Australia,52,75,Charlton Athletic,100000,1000
D. Latorre,18,Chile,52,69,San Luis de Quillota,100000,1000
D. Mehmedovic,19,Austria,52,66,SKN St. Pölten,100000,1000
E. Herrera,18,Colombia,52,69,Independiente Santa Fe,100000,1000
O. Kjærgaard,18,Denmark,52,70,Tromsø IL,100000,1000
M. Andersen,19,Denmark,52,66,Aalborg BK,100000,1000
J. Havlena,18,Czech Republic,52,70,Virtus Entella,100000,1000
T. Widdrington,18,England,52,70,Portsmouth,100000,1000
M. Tokich,18,Australia,52,67,Western Sydney Wanderers,100000,1000
J. Storey,19,England,52,69,Exeter City,100000,1000
M. Frendrup,16,Denmark,52,69,Brøndby IF,100000,1000
K. Rowles,19,Australia,52,69,Central Coast Mariners,100000,1000
I. Kone,18,Mali,52,66,FK Haugesund,100000,1000
A. Benedyczak,16,Poland,52,70,Pogoń Szczecin,100000,1000
F. Barrientos,20,Chile,52,65,CD Palestino,100000,1000
T. Damsgaard,19,Denmark,52,69,Randers FC,100000,1000
T. Staubli,17,Switzerland,52,72,FC St. Gallen,100000,1000
I. Aliu,17,Switzerland,52,72,FC Zuerich,100000,1000
C. McLennan,17,Scotland,52,72,Aberdeen,100000,1000
J. Simpson,18,England,52,66,Forest Green,100000,1000
J. Szmatuła,36,Poland,66,66,Piast Gliwice,90000,1000
A. Angoula,36,France,66,66,La Berrichonne de Châteauroux,90000,1000
C. Giraldo,37,Colombia,66,66,Deportivo Pasto,90000,1000
Y. Arrechea,36,Colombia,66,66,Corporación Club Deportivo Tulua,90000,1000
M. Restrepo,36,Colombia,66,66,CD Once Caldas Manizales,90000,1000
A. Durante,35,New Zealand,63,63,Wellington Phoenix,90000,1000
B. Roche,35,Republic of Ireland,63,63,Morecambe,90000,1000
M. Peškovič,35,Slovakia,63,63,Cracovia,90000,1000
T. Moniwa,35,Japan,63,63,Cerezo Osaka,90000,1000
M. Ratajczak,35,Germany,63,63,SC Paderborn 07,90000,1000
A. Łukasiewicz,34,Poland,62,62,Arka Gdynia,90000,1000
K. Djellabi,34,France,62,62,Clermont Foot 63,90000,1000
P. Vignaud,34,France,62,62,US Quevilly-Rouen,90000,1000
C. Kenna,32,Republic of Ireland,59,59,Bray Wanderers,90000,1000
H. Nakabayashi,31,Japan,59,59,Sanfrecce Hiroshima,90000,1000
D. Pietrzkiewicz,29,Poland,58,58,Sandecja Nowy Sącz,90000,1000
P. McLain,28,United States,58,58,Chicago Fire Soccer Club,90000,1000
D. Garufo,30,Italy,58,58,Parma,90000,1000
S. Tantow,27,Germany,58,58,SC Preußen Muenster,90000,1000
G. Peers,31,Republic of Ireland,58,58,Derry City,90000,1000
P. Millien,31,Haiti,57,57,Finn Harps,90000,1000
J. Maddison,22,England,56,63,Yeovil Town,90000,1000
S. Sharkey,27,Republic of Ireland,56,57,Sligo Rovers,90000,1000
C. McGuigan,27,Republic of Ireland,56,58,Drogheda United,90000,1000
P. O'Conor,29,Republic of Ireland,56,56,Bray Wanderers,90000,1000
R. Isomura,26,Japan,56,57,Albirex Niigata,90000,1000
N. Feely,25,Australia,56,61,Perth Glory,90000,1000
Y. Zummack,21,Germany,56,62,Sportfreunde Lotte,90000,1000
R. Scully,24,Scotland,56,62,Partick Thistle F.C.,90000,1000
M. Kremer,27,Germany,56,56,SV Meppen,90000,1000
R. Frank,29,Peru,56,56,Albirex Niigata,90000,1000
R. Takano,22,Japan,56,59,Ventforet Kofu,90000,1000
B. White,25,Australia,56,61,Brisbane Roar,90000,1000
E. Sivertsen,26,Norway,56,57,Kristiansund BK,90000,1000
S. Vujaklija,29,Serbia,56,56,GwangJu FC,90000,1000
Kim Tae Ho,25,Korea Republic,56,62,Daegu FC,90000,1000
I. Turner,28,Republic of Ireland,56,56,St. Patrick's Athletic,90000,1000
D. Ogawa,25,Japan,56,59,Júbilo Iwata,90000,1000
M. Bersano,24,United States,56,62,San Jose Earthquakes,90000,1000
J. Kreidl,21,Austria,55,62,1. FC Nuernberg,90000,1000
K. Farragher,24,Republic of Ireland,55,58,Drogheda United,90000,1000
M. Karlsson,21,Sweden,55,62,Örebro SK,90000,1000
M. Barker,23,Republic of Ireland,55,58,St. Patrick's Athletic,90000,1000
K. McIntosh,23,United States,55,62,Portland Timbers,90000,1000
J. Maxted,23,England,55,61,Accrington Stanley,90000,1000
A. Famewo,18,England,54,65,Luton Town,90000,1000
L. Espinoza,24,Chile,54,59,Deportes Iquique,90000,1000
B. Lucumi,23,Colombia,54,60,Deportivo Pasto,90000,1000
A. Fisher,19,England,54,66,Blackburn Rovers,90000,1000
S. Dunne,21,Republic of Ireland,54,63,Drogheda United,90000,1000
H. Girling,19,England,54,66,Millwall,90000,1000
D. Feka,20,Kosovo,54,62,FC Luzern,90000,1000
L. Buckley,20,Republic of Ireland,54,62,Drogheda United,90000,1000
Y. Aguila,21,Chile,54,62,Club de Deportes Temuco,90000,1000
J. Sneddon,19,Scotland,54,66,Partick Thistle F.C.,90000,1000
D. Marzino,20,Switzerland,54,64,BSC Young Boys,90000,1000
K. Rutlin,18,Norway,54,66,Sogndal,90000,1000
B. Killip,21,England,54,65,Grimsby Town,90000,1000
D. Matsuzaka,19,Japan,54,64,Southend United,90000,1000
D. Harvie,18,Scotland,54,65,Aberdeen,90000,1000
L. Fraser,19,Canada,54,63,Toronto FC,90000,1000
T. Kallevåg,24,Norway,54,57,FK Haugesund,90000,1000
C. Magerusan,17,Romania,53,64,Bohemian FC,90000,1000
D. Verwuester,19,Austria,53,66,FC Admira Wacker Mödling,90000,1000
M. Zettl,18,Germany,53,64,SpVgg Unterhaching,90000,1000
T. Amos,19,Sweden,53,66,IFK Göteborg,90000,1000
D. Turner,19,England,53,63,Port Vale,90000,1000
D. Valdelamar,20,Colombia,53,63,Independiente Santa Fe,90000,1000
M. Matsumoto,22,Japan,53,62,Júbilo Iwata,90000,1000
V. Piechocki,20,France,53,62,Stade de Reims,90000,1000
M. Soldo,20,Austria,53,66,Wolfsberger AC,90000,1000
J. Moran,20,England,53,65,Forest Green,90000,1000
T. Mannek,20,Germany,53,62,SC Paderborn 07,90000,1000
T. Escorza,19,France,53,62,FC Lausanne-Sports,90000,1000
S. Blaney,18,Republic of Ireland,53,66,Doncaster Rovers,90000,1000
S. Shamohammad,18,Norway,53,63,Sandefjord Fotball,90000,1000
E. Phipps,19,Wales,53,63,Colchester United,90000,1000
J. Smylie,17,Australia,53,65,Central Coast Mariners,90000,1000
A. Dillon,20,Republic of Ireland,53,66,Bray Wanderers,90000,1000
I. Ünal,19,Turkey,53,66,Alanyaspor,90000,1000
M. Frese,19,Denmark,53,63,FC Nordsjælland,90000,1000
N. Córdoba,20,Colombia,53,62,Tigres FC,90000,1000
S. Byrne,22,Republic of Ireland,53,61,Dundalk,90000,1000
R. Manley,19,Republic of Ireland,53,62,Bohemian FC,90000,1000
A. Jallow,19,Sweden,53,65,Jönköpings Södra IF,90000,1000
B. Babic,19,Switzerland,53,62,FC St. Gallen,90000,1000
Y. Nuxoll,19,Germany,53,65,SV Meppen,90000,1000
R. Deakin,20,Wales,53,61,Morecambe,90000,1000
J. Dakir,20,Denmark,53,66,Randers FC,90000,1000
O. Edlund,17,Sweden,53,65,Hammarby IF,90000,1000
T. Hasegawa,18,Japan,52,72,Albirex Niigata,90000,1000
J. Berger,17,Germany,52,72,Hansa Rostock,90000,1000
P. Kubina,18,Poland,52,69,MSV Duisburg,90000,1000
J. Penrice,18,Scotland,52,71,Partick Thistle F.C.,90000,1000
D. Sasaki,17,Japan,52,65,Vissel Kobe,90000,1000
V. Anker,19,Denmark,52,68,Brøndby IF,90000,1000
A. Sørensen,16,Denmark,52,72,Lyngby BK,90000,1000
D. Docherty,20,Scotland,52,63,Partick Thistle F.C.,90000,1000
H. Pickering,19,England,52,67,Forest Green,90000,1000
S. Walukiewicz,17,Poland,52,68,Pogoń Szczecin,90000,1000
M. Gasperoni,18,Italy,52,72,Cesena,90000,1000
T. Uchida,19,Japan,52,65,F.C. Tokyo,90000,1000
S. Pedersen,18,Denmark,52,65,Lyngby BK,90000,1000
C. Melody,20,Republic of Ireland,52,63,Galway United,90000,1000
S. Cartwright,16,England,52,68,Peterborough United,90000,1000
V. Kudrjavcevs,19,Latvia,52,68,Legia Warszawa,90000,1000
J. Thomas,18,England,52,65,Cheltenham Town,90000,1000
A. Papadopoulos,17,Germany,52,72,VfR Aalen,90000,1000
N. Diaz,18,Chile,52,71,CD Palestino,90000,1000
H. Hawsawi,20,Saudi Arabia,52,66,Al Fayha,90000,1000
M. Casey,17,England,52,70,Portsmouth,90000,1000
P. Schmieder,18,Germany,52,66,SV Darmstadt 98,90000,1000
S. Wolf,18,Switzerland,52,65,FC Luzern,90000,1000
S. Palma,17,Colombia,52,69,CD Once Caldas Manizales,90000,1000
D. Thøgersen,17,Denmark,52,68,Aarhus GF,90000,1000
B. Iloski,21,United States,52,64,Legia Warszawa,90000,1000
H. Pickering,18,England,52,67,Crewe Alexandra,90000,1000
M. Nicu,34,Romania,61,61,SpVgg Unterhaching,80000,1000
O. Shevelyukhin,34,Ukraine,61,61,Górnik Zabrze,80000,1000
T. Gorschlueter,33,Germany,60,60,Sportfreunde Lotte,80000,1000
M. Nardi,30,Italy,58,58,Parma,80000,1000
S. Brennan,31,Republic of Ireland,56,56,Drogheda United,80000,1000
K. Okanishi,26,Japan,56,60,Ventforet Kofu,80000,1000
C. Gallagher,25,Republic of Ireland,56,60,Finn Harps,80000,1000
V. Konstantinidis,31,Greece,55,55,Ventforet Kofu,80000,1000
C. Winn,25,England,55,58,Galway United,80000,1000
D. McNulty,26,Northern Ireland,55,56,Finn Harps,80000,1000
F. Urraburo,26,Argentina,55,59,San Martin de San Juan,80000,1000
Yun Pyeong Gook,25,Korea Republic,55,60,GwangJu FC,80000,1000
M. Cassara,25,France,55,60,GFC Ajaccio,80000,1000
Choe Pil Soo,26,Korea Republic,55,59,Sangju Sangmu FC,80000,1000
Kim Dong Su,22,Korea Republic,54,61,Omiya Ardija,80000,1000
C. McVey,20,Sweden,54,59,IF Elfsborg,80000,1000
K. Shiihashi,20,Japan,54,59,Vegalta Sendai,80000,1000
E. Grimes,22,Republic of Ireland,54,63,Derry City,80000,1000
A. Ajeti,20,Switzerland,54,61,FC St. Gallen,80000,1000
H. Strömgren,20,Sweden,54,62,Kalmar FF,80000,1000
A. Quintana,22,Colombia,54,64,Atletico Huila,80000,1000
D. Ermakov,18,Russia,54,65,FC Rostov,80000,1000
N. Kırlankıçoğlu,20,Turkey,54,62,Kayserispor,80000,1000
R. Hanquinquant,18,France,54,64,US Quevilly-Rouen,80000,1000
T. Krapikas,18,Lithuania,54,64,Sampdoria,80000,1000
J. Hamon,22,England,54,64,Exeter City,80000,1000
W. Eskelinen,20,Sweden,54,62,GIF Sundsvall,80000,1000
D. Hayes,22,Republic of Ireland,54,60,Bray Wanderers,80000,1000
T. McBride,25,Northern Ireland,53,58,Finn Harps,80000,1000
A. Long,20,France,53,65,FC Sochaux-Montbeliard,80000,1000
R. Sykes,18,England,53,64,Accrington Stanley,80000,1000
S. Niang,22,Senegal,53,60,La Berrichonne de Châteauroux,80000,1000
N. Tzanev,20,New Zealand,53,65,AFC Wimbledon,80000,1000
M. Rodrigues,20,Switzerland,53,62,FC Thun,80000,1000
S. Enzler,19,Switzerland,53,65,FC Luzern,80000,1000
M. Nilsson,18,Sweden,53,65,Malmö FF,80000,1000
K. Yoshio,19,Japan,53,60,Yokohama F. Marinos,80000,1000
A. Miño,23,Argentina,53,58,Toronto FC,80000,1000
G. Coudert,18,France,53,65,Tours FC,80000,1000
S. Härtel,18,Germany,53,64,FC Erzgebirge Aue,80000,1000
K. Krygård,17,Norway,53,62,FK Haugesund,80000,1000
T. Schels,18,Germany,53,65,SpVgg Unterhaching,80000,1000
G. Hayama,24,Japan,53,57,Albirex Niigata,80000,1000
K. Andrzejczak,21,Poland,53,57,Zagłębie Lubin,80000,1000
A. Skov Olsen,17,Denmark,53,63,FC Nordsjælland,80000,1000
B. Cotter,18,Republic of Ireland,53,63,Ipswich Town,80000,1000
Wanderson,21,Brazil,53,63,Corporación Club Deportivo Tulua,80000,1000
A. Koljic,18,Germany,53,65,SC Fortuna Köln,80000,1000
W. Longbottom,18,England,53,60,Doncaster Rovers,80000,1000
R. Treacy,18,Republic of Ireland,53,65,Dundalk,80000,1000
M. Hayashi,20,Japan,53,64,Gamba Osaka,80000,1000
P. Bahanack,19,Cameroon,53,62,Stade de Reims,80000,1000
N. Anderton,21,England,53,63,Blackpool,80000,1000
E. Moran,20,Republic of Ireland,53,64,Bray Wanderers,80000,1000
B. Sambo,21,France,53,62,AC Ajaccio,80000,1000
L. Gordon,21,Scotland,53,62,St. Johnstone FC,80000,1000
D. Akiyama,22,Japan,53,60,Cerezo Osaka,80000,1000
M. Bobjerg,19,Denmark,53,65,AC Horsens,80000,1000
R. Watson,21,England,53,64,Scunthorpe United,80000,1000
S. Friman,18,Sweden,52,62,GIF Sundsvall,80000,1000
Ángel,19,Spain,52,65,Albacete Balompie,80000,1000
A. Byrne,20,England,52,61,Exeter City,80000,1000
G. Newell,20,England,52,62,Motherwell,80000,1000
J. Agudelo,20,Colombia,52,62,Envigado FC,80000,1000
T. Durso,18,Argentina,52,72,Gimnasia y Esgrima La Plata,80000,1000
H. Saruta,18,Japan,52,67,Kashiwa Reysol,80000,1000
D. Noone,20,Republic of Ireland,52,61,Bray Wanderers,80000,1000
M. Cooper,17,England,52,72,Plymouth Argyle,80000,1000
M. Fischer,18,France,52,65,AS Nancy Lorraine,80000,1000
C. Hauervig,18,Denmark,52,69,Brøndby IF,80000,1000
C. Herdili,18,Turkey,52,69,Evkur Yeni Malatyaspor,80000,1000
O. Ozdemir,19,France,52,64,Le Havre AC,80000,1000
V. Vesiaho,18,Finland,52,65,HJK Helsinki,80000,1000
C. Farren,18,Northern Ireland,52,63,Derry City,80000,1000
N. Bellikli,18,Turkey,52,64,AFC Wimbledon,80000,1000
D. Thuerkauf,20,Switzerland,52,65,Werder Bremen II,80000,1000
V. Reitstetter,19,Germany,52,65,FC Carl Zeiss Jena,80000,1000
O. Hedvall,18,Denmark,52,67,Silkeborg IF,80000,1000
N. Jørgensen,19,Denmark,52,65,Hobro IK,80000,1000
I. Magnusson,19,Sweden,52,65,Kalmar FF,80000,1000
G. Meli,18,Italy,52,70,Empoli,80000,1000
D. Dumont,17,France,52,65,GFC Ajaccio,80000,1000
Y. Arboleda,18,Colombia,52,67,Tigres FC,80000,1000
M. Hudson,18,England,52,70,Preston North End,80000,1000
V. Poletaev,17,Russia,52,71,FC Ural,80000,1000
D. Agamez,18,Colombia,52,67,Jaguares Fútbol Club,80000,1000
L. Nygren,19,Sweden,52,64,IK Sirius,80000,1000
B. Maguire,19,Scotland,52,65,Motherwell,80000,1000
J. Gray,19,Republic of Ireland,52,62,Stevenage,80000,1000
K. Thiesson Kristensen,17,Denmark,52,69,Aarhus GF,80000,1000
R. Wiedesheim-Paul,18,Sweden,51,70,Halmstads BK,80000,1000
J. Quiñones Saya,17,Colombia,51,72,CD America de Cali,80000,1000
M. Wolfe,17,England,51,73,Barnsley,80000,1000
K. Agudelo,18,Colombia,51,67,Atletico Huila,80000,1000
T. Lauritsen,19,Norway,51,66,Odds BK,80000,1000
T. Sørås,19,Norway,51,67,Viking FK,80000,1000
R. Cunningham,19,Scotland,51,65,Hamilton Academical FC,80000,1000
K. Konstandopoulos,18,Australia,51,67,Adelaide United,80000,1000
J. Finidori,18,France,51,67,GFC Ajaccio,80000,1000
T. Harigaya,18,Japan,51,70,Júbilo Iwata,80000,1000
J. Morris,18,England,51,70,Forest Green,80000,1000
M. Asllani,18,Switzerland,51,69,FC Lausanne-Sports,80000,1000
M. Warming,17,Denmark,51,73,Brøndby IF,80000,1000
F. Murray,18,Scotland,51,71,Hibernian,80000,1000
J. Nieva,18,Colombia,51,65,CD America de Cali,80000,1000
F. Roepstorff,19,Denmark,51,68,FC Helsingør,80000,1000
T. Anderson,18,England,51,66,Forest Green,80000,1000
A. Fägerhag,19,Sweden,51,66,Jönköpings Södra IF,80000,1000
A. Bennett,35,Republic of Ireland,62,62,Cork City,70000,1000
L. Reddy,35,Australia,62,62,Perth Glory,70000,1000
D. Bulman,38,England,60,60,Crawley Town,70000,1000
G. Thompson,36,England,60,60,Morecambe,70000,1000
Ryang Yong Gi,35,Korea DPR,59,59,Vegalta Sendai,70000,1000
D. Pender,32,Republic of Ireland,58,58,Bohemian FC,70000,1000
T. Chencinski,32,Canada,58,58,Shamrock Rovers,70000,1000
S. Elliott,33,Republic of Ireland,57,57,Drogheda United,70000,1000
G. Sava,30,Romania,57,57,Dundalk,70000,1000
P. Mailey,29,Republic of Ireland,56,56,Finn Harps,70000,1000
S. Kelly,27,Republic of Ireland,55,55,Limerick FC,70000,1000
D. Dennehy,28,Republic of Ireland,55,55,Limerick FC,70000,1000
M. Ludden,27,Republic of Ireland,55,55,Galway United,70000,1000
S. Tracy,28,Republic of Ireland,55,55,Limerick FC,70000,1000
K. Horgan,20,Republic of Ireland,54,61,Shamrock Rovers,70000,1000
M. Johannsen,25,Denmark,54,57,FC Helsingør,70000,1000
D. Maekawa,22,Japan,54,61,Vissel Kobe,70000,1000
K. Lynch,25,Republic of Ireland,54,57,Bray Wanderers,70000,1000
P. Jensen,19,Denmark,54,61,FC Nordsjælland,70000,1000
W. Popp,22,Japan,54,60,Kawasaki Frontale,70000,1000
M. Christiansen,16,Norway,54,63,Lillestrøm SK,70000,1000
E. Jacobsen,18,Norway,54,63,Tromsø IL,70000,1000
O. Sail,21,New Zealand,54,61,Wellington Phoenix,70000,1000
M. Loaiza,22,Colombia,54,62,Atletico Bucaramanga,70000,1000
M. Cholewiak,27,Poland,54,54,Śląsk Wrocław,70000,1000
F. Burdenski,25,Germany,54,56,Korona Kielce,70000,1000
M. Cancela,24,Mexico,54,56,Tiburones Rojos de Veracruz,70000,1000
N. Baumann,21,Switzerland,53,61,FC Lugano,70000,1000
A. Tajbakhsh,26,England,53,54,Crawley Town,70000,1000
R. Gorman,23,Republic of Ireland,53,58,Bray Wanderers,70000,1000
P. Burke,21,Republic of Ireland,53,62,Finn Harps,70000,1000
S. Gessl,21,Austria,53,63,Karlsruher SC,70000,1000
Jesús Godino,21,Spain,53,62,Albacete Balompie,70000,1000
B. Manosalva,19,Chile,53,62,CD Huachipato,70000,1000
R. Diaz,21,Mexico,53,61,Queretaro,70000,1000
J. Hugo,17,England,53,61,Lincoln City,70000,1000
D. Hurtado,19,Colombia,53,61,CD Once Caldas Manizales,70000,1000
K. Al Mozaibri,20,Saudi Arabia,53,63,Al Batin,70000,1000
Lee Hyun Woo,23,Korea Republic,53,61,Daegu FC,70000,1000
J. McGuire,22,United States,53,61,Philadelphia Union,70000,1000
A. Björnström,21,Sweden,53,61,IK Sirius,70000,1000
V. De Lucia,21,Italy,53,63,Bari,70000,1000
N. Vidal,20,Colombia,53,63,CD America de Cali,70000,1000
M. Frithzell,20,Sweden,52,59,FC Helsingør,70000,1000
S. Schmidt,20,Germany,52,64,FC Carl Zeiss Jena,70000,1000
A. Abdallah,19,France,52,63,ES Troyes AC,70000,1000
M. Backmann,19,Denmark,52,63,Lyngby BK,70000,1000
J. Pueschel,20,Germany,52,61,SV Meppen,70000,1000
E. D'Avino,20,Italy,52,63,Cremonese,70000,1000
G. Harada,19,Japan,52,64,Yokohama F. Marinos,70000,1000
M. Gałecki,21,Poland,52,58,Sandecja Nowy Sącz,70000,1000
K. Shibato,21,Japan,52,61,Urawa Red Diamonds,70000,1000
C. Cullen,20,Scotland,52,64,Partick Thistle F.C.,70000,1000
A. Kappenberger,20,Denmark,52,64,FC Helsingør,70000,1000
R. Ogle,18,Australia,52,63,Accrington Stanley,70000,1000
K. Humeler,20,Argentina,52,64,Talleres de Cordoba,70000,1000
M. Garcia,18,Colombia,52,61,CD Once Caldas Manizales,70000,1000
J. Krasniqi,22,Switzerland,52,61,FC Lugano,70000,1000
